file_name,text_length,chunks_count,expected_sentiment_value,sentiment_volatility
2907.txt,391,1,3.0086,0.0
2908.txt,2028,6,3.3553,0.6888
2909.txt,122,1,2.3829,0.0
291.txt,77,1,3.0507,0.0
2910.txt,776,2,2.7223,0.0055
2911.txt,89,1,3.086,0.0
2912.txt,1628,5,3.0575,0.6943
2913.txt,239,1,1.9632,0.0
2914.txt,1072,3,3.025,0.0297
2915.txt,71,1,2.959,0.0
2916.txt,48,1,2.9999,0.0
2917.txt,2115,6,3.3551,0.7786
2918.txt,1584,4,2.965,0.3205
2919.txt,436,2,2.8601,0.2343
292.txt,141,1,3.4148,0.0
2920.txt,1865,5,3.5593,0.6122
2921.txt,148,1,2.9756,0.0
2922.txt,239,1,2.2109,0.0
2923.txt,231,1,3.9696,0.0
2924.txt,1070,3,3.5052,0.7676
2925.txt,4210,11,2.7256,0.6198
2926.txt,1062,3,3.4472,0.3397
2927.txt,1054,3,3.1422,0.3137
2928.txt,700,2,2.5962,0.239
2929.txt,131,1,2.9957,0.0
293.txt,238,1,3.0626,0.0
2930.txt,1182,3,2.9638,0.043
2931.txt,467,2,3.198,0.1804
2932.txt,2027,6,2.9254,0.843
2933.txt,519,2,3.1671,0.1901
2934.txt,900,3,2.9962,0.0227
2935.txt,4849,13,2.5209,0.6284
2936.txt,1910,5,3.2322,0.651
2937.txt,1533,4,3.792,0.539
2938.txt,191,1,2.9796,0.0
2939.txt,7329,19,2.7952,0.555
294.txt,118,1,2.8103,0.0
2940.txt,1574,4,3.0072,0.0022
2941.txt,2494,7,2.9999,0.4016
2942.txt,2059,6,3.48,0.6741
2943.txt,5764,15,2.8434,0.3874
2944.txt,166,1,3.0221,0.0
2945.txt,2838,8,3.1123,0.243
2946.txt,88,1,2.1462,0.0
2947.txt,93,1,3.0089,0.0
2948.txt,436,2,3.0749,0.0489
2949.txt,98,1,3.0191,0.0
295.txt,74,1,3.0182,0.0
2950.txt,108,1,3.4884,0.0
2951.txt,616,2,3.0184,0.3814
2952.txt,749,2,2.3155,1.0886
2953.txt,799,2,2.3787,0.6419
2954.txt,2527,7,2.8011,0.3317
2955.txt,350,1,2.9089,0.0
2956.txt,1874,5,2.9368,0.5618
2957.txt,1660,5,3.1782,0.7776
2958.txt,1206,4,3.112,0.2832
2959.txt,135,1,2.435,0.0
296.txt,221,1,3.6459,0.0
2960.txt,353,1,1.2998,0.0
2961.txt,5019,13,2.6909,0.5819
2962.txt,2823,8,2.81,0.2693
2963.txt,2142,6,3.0147,0.9171
2964.txt,743,2,2.9612,0.0316
2965.txt,2143,6,2.4566,0.798
2966.txt,2889,8,2.65,0.6827
2967.txt,2305,6,3.5522,0.5721
2968.txt,687,2,3.4737,0.4704
2969.txt,611,2,2.1475,0.032
297.txt,236,1,2.082,0.0
2970.txt,3414,9,2.4199,0.3372
2971.txt,1628,5,3.0461,0.2646
2972.txt,715,2,2.6945,0.198
2973.txt,1836,5,2.8282,0.2885
2974.txt,1638,5,3.1635,0.3846
2975.txt,3038,8,3.0609,0.519
2976.txt,514,2,4.5742,0.124
2977.txt,501,2,2.8199,0.002
2978.txt,203,1,2.7993,0.0
2979.txt,607,2,3.2435,0.264
298.txt,1432,4,3.2335,0.7028
2980.txt,157,1,2.2785,0.0
2981.txt,605,2,3.4745,0.4542
2982.txt,662,2,3.0109,0.0174
2983.txt,163,1,2.4632,0.0
2984.txt,1191,3,2.9281,0.2519
2985.txt,439,2,2.0278,0.1168
2986.txt,1867,5,3.2423,0.311
2987.txt,1571,4,2.8299,0.2941
2988.txt,2112,6,2.5494,0.7142
2989.txt,663,2,2.9593,0.0799
299.txt,83,1,4.1787,0.0
2990.txt,416,2,3.3829,0.4235
2991.txt,3601,10,3.2191,0.6715
2992.txt,3215,9,2.9515,0.4883
2993.txt,3794,10,2.5915,0.7237
2994.txt,1409,4,3.1741,0.6057
2995.txt,100,1,2.1267,0.0
2996.txt,3878,10,2.3948,0.4738
2997.txt,1446,4,1.6771,0.313
2998.txt,193,1,1.6159,0.0
2999.txt,2104,6,3.0389,0.1062
3.txt,806,3,2.337,0.5431
30.txt,93,1,3.3964,0.0
300.txt,307,1,3.0558,0.0
3000.txt,1387,4,3.0531,0.0871
3001.txt,175,1,3.2042,0.0
3002.txt,270,1,4.7159,0.0
3003.txt,812,3,2.8137,0.2685
3004.txt,327,1,2.9504,0.0
3005.txt,2206,6,3.5466,0.4722
3006.txt,277,1,2.9779,0.0
3007.txt,1532,4,2.6519,0.5737
3008.txt,2307,6,3.078,0.4916
3009.txt,1862,5,3.3092,0.4865
301.txt,44,1,3.0736,0.0
3010.txt,185,1,3.4302,0.0
3011.txt,2466,7,3.0496,0.2808
3012.txt,4011,11,2.9009,0.324
3013.txt,1325,4,2.6063,0.3109
3014.txt,2056,6,2.393,0.4861
3015.txt,2072,6,3.6589,0.6608
3016.txt,144,1,3.0041,0.0
3017.txt,62,1,3.0538,0.0
3018.txt,3491,9,3.2185,0.3273
3019.txt,778,2,3.0066,0.0071
302.txt,769,2,3.1914,0.0968
3020.txt,3223,9,3.2551,0.3483
3021.txt,1624,5,3.4891,0.7839
3022.txt,3625,10,2.7799,0.3537
3023.txt,507,2,3.3123,0.2835
3024.txt,324,1,2.9726,0.0
3025.txt,365,1,3.1749,0.0
3026.txt,755,2,3.7489,0.9173
3027.txt,24,1,3.8416,0.0
3028.txt,93,1,2.9852,0.0
3029.txt,1505,4,3.6085,0.5113
303.txt,332,1,2.5175,0.0
3030.txt,1277,4,3.1353,0.4093
3031.txt,887,3,2.8436,0.2205
3032.txt,1700,5,3.6035,0.4741
3033.txt,883,3,3.3395,0.4961
3034.txt,2139,6,2.4893,0.9122
3035.txt,2731,7,3.0832,0.4006
3036.txt,2161,6,3.0035,0.0072
3037.txt,2531,7,3.4918,0.6681
3038.txt,837,3,2.6051,0.4453
3039.txt,834,3,3.3133,0.3297
304.txt,261,1,3.0484,0.0
3040.txt,191,1,3.1057,0.0
3041.txt,211,1,2.5413,0.0
3042.txt,109,1,2.7408,0.0
3043.txt,578,2,3.288,0.3118
3044.txt,1359,4,3.695,0.26
3045.txt,278,1,2.8475,0.0
3046.txt,25,1,3.1287,0.0
3047.txt,966,3,2.9738,0.0178
3048.txt,3273,9,2.7982,0.8409
3049.txt,853,3,2.7898,0.667
305.txt,384,1,4.2643,0.0
3050.txt,404,2,3.2268,0.4301
3051.txt,2471,7,3.3468,0.4545
3052.txt,104,1,3.7421,0.0
3053.txt,343,1,3.0034,0.0
3054.txt,80,1,2.3195,0.0
3055.txt,1796,5,3.3637,0.9408
3056.txt,468,2,3.3782,0.2074
3057.txt,423,2,3.0789,0.0995
3058.txt,2386,6,3.3736,0.5346
3059.txt,1279,4,2.3874,0.585
306.txt,188,1,3.0176,0.0
3060.txt,336,1,2.186,0.0
3061.txt,3204,9,2.8368,0.4544
3062.txt,905,3,3.3172,0.8151
3063.txt,274,1,2.392,0.0
3064.txt,1784,5,2.8356,0.8337
3065.txt,404,2,3.2092,0.2493
3066.txt,950,3,3.4334,0.5963
3067.txt,109,1,2.7985,0.0
3068.txt,790,2,2.2082,0.1488
3069.txt,1361,4,2.6317,0.6334
307.txt,166,1,1.5325,0.0
3070.txt,3712,10,2.8955,0.6838
3071.txt,170,1,1.9045,0.0
3072.txt,7091,18,2.8663,0.8097
3073.txt,995,3,3.2054,0.194
3074.txt,2015,6,3.3709,0.4865
3075.txt,1199,3,3.1827,0.9548
3076.txt,1673,5,2.5068,0.4423
3077.txt,288,1,1.4765,0.0
3078.txt,92,1,2.9551,0.0
3079.txt,551,2,3.4921,0.4878
308.txt,73,1,2.9447,0.0
3080.txt,301,1,2.8438,0.0
3081.txt,1189,3,2.5251,0.4919
3082.txt,2202,6,3.3192,0.4114
3083.txt,889,3,2.867,0.4852
3084.txt,959,3,3.9071,0.3154
3085.txt,4455,12,3.3793,0.6998
3086.txt,207,1,2.9835,0.0
3087.txt,2434,7,2.337,0.834
3088.txt,1563,4,2.6073,0.3403
3089.txt,484,2,2.8202,0.1948
309.txt,512,2,3.9686,0.067
3090.txt,1700,5,3.1837,0.1688
3091.txt,1253,4,2.4341,0.5133
3092.txt,2558,7,2.8548,0.2371
3093.txt,770,2,3.1316,0.0685
3094.txt,1639,5,2.8521,0.1355
3095.txt,5713,15,2.9523,0.23
3096.txt,3363,9,2.4954,0.5853
3097.txt,1364,4,4.2366,0.3315
3098.txt,5243,14,3.0787,0.6958
3099.txt,1673,5,2.6529,0.323
31.txt,133,1,2.6064,0.0
310.txt,1018,3,3.8691,0.301
3100.txt,4250,11,2.8808,0.4175
3101.txt,4048,11,2.0796,0.5277
3102.txt,626,2,2.4829,0.2382
3103.txt,261,1,2.2752,0.0
3104.txt,1980,5,2.1625,0.6263
3105.txt,658,2,1.9096,0.5216
3106.txt,1472,4,2.931,0.1281
3107.txt,1148,3,3.4448,0.5407
3108.txt,2356,6,2.6037,0.5733
3109.txt,3830,10,2.3012,0.7908
311.txt,329,1,3.2455,0.0
3110.txt,459,2,2.6759,0.3567
3111.txt,495,2,2.7648,0.1652
3112.txt,479,2,2.9661,0.8248
3113.txt,3650,10,3.1853,0.424
3114.txt,1259,4,3.441,0.4116
3115.txt,836,3,3.3079,0.4002
3116.txt,1722,5,3.5335,0.7482
3117.txt,745,2,2.8026,0.0637
3118.txt,249,1,2.1052,0.0
3119.txt,2186,6,2.6821,0.4533
312.txt,1002,3,3.047,0.1746
3120.txt,4149,11,2.4975,0.6839
3121.txt,1117,3,3.5819,0.4167
3122.txt,688,2,2.9039,0.0896
3123.txt,1457,4,2.7856,0.3904
3124.txt,796,2,2.901,0.1
3125.txt,413,2,2.6406,0.3508
3126.txt,646,2,2.9271,0.0608
3127.txt,91,1,2.9588,0.0
3128.txt,104,1,2.4614,0.0
3129.txt,551,2,2.5623,0.4272
313.txt,1592,4,2.9995,0.0194
3130.txt,122,1,2.9046,0.0
3131.txt,1320,4,2.788,0.6105
3132.txt,4217,11,3.0417,1.0907
3133.txt,986,3,3.3303,0.7753
3134.txt,636,2,3.126,0.0914
3135.txt,786,2,3.0268,0.0229
3136.txt,8929,23,2.9986,0.4511
3137.txt,1137,3,3.3379,0.1849
3138.txt,3430,9,2.6449,0.3684
3139.txt,4158,11,2.2834,0.6441
314.txt,4140,11,2.8413,0.8546
3140.txt,4434,12,3.086,0.5142
3141.txt,353,1,3.0017,0.0
3142.txt,4984,13,2.4326,0.4848
3143.txt,1540,4,2.0376,0.7312
3144.txt,2269,6,3.0381,0.382
3145.txt,8048,21,3.1028,0.653
3146.txt,4370,11,2.9148,0.1449
3147.txt,3085,8,2.2566,0.3934
3148.txt,1203,4,3.0522,0.5432
3149.txt,1950,5,3.7633,0.4198
315.txt,108,1,2.974,0.0
3150.txt,560,2,3.0287,0.0287
3151.txt,524,2,3.1603,1.2931
3152.txt,3288,9,3.1406,0.9328
3153.txt,2794,7,1.72,0.2708
3154.txt,872,3,2.9992,0.0066
3155.txt,177,1,2.46,0.0
3156.txt,43,1,2.9897,0.0
3157.txt,1523,4,3.4618,0.4924
3158.txt,3745,10,2.9158,0.38
3159.txt,83,1,2.9625,0.0
316.txt,1621,5,3.5305,0.4857
3160.txt,2653,7,2.9104,0.4039
3161.txt,257,1,1.9036,0.0
3162.txt,434,2,3.0592,0.0357
3163.txt,1338,4,3.6915,0.9069
3164.txt,2829,8,2.9089,0.2202
3165.txt,95,1,3.2711,0.0
3166.txt,2117,6,3.1497,0.8597
3167.txt,814,3,3.8506,0.6246
3168.txt,635,2,2.8925,0.1421
3169.txt,2269,6,2.9325,0.4743
317.txt,386,1,2.9436,0.0
3170.txt,1539,4,3.5726,0.7926
3171.txt,2255,6,3.5308,0.4196
3172.txt,2866,8,2.3265,0.4761
3173.txt,2787,7,2.8405,0.2794
3174.txt,3233,9,3.0709,0.1135
3175.txt,2163,6,2.2722,0.5472
3176.txt,393,1,2.8841,0.0
3177.txt,1005,3,2.5023,0.333
3178.txt,3270,9,2.6221,0.5482
3179.txt,1329,4,3.0964,0.1394
318.txt,998,3,3.3244,0.3966
3180.txt,1673,5,3.0704,0.3861
3181.txt,233,1,2.8761,0.0
3182.txt,788,2,2.2126,0.9285
3183.txt,1369,4,2.7586,0.312
3184.txt,2910,8,3.1522,0.2867
3185.txt,1464,4,2.9676,0.1092
3186.txt,1608,5,2.4294,0.4677
3187.txt,61,1,2.9736,0.0
3188.txt,1511,4,1.9837,0.5693
3189.txt,567,2,3.0882,0.1158
319.txt,281,1,3.0037,0.0
3190.txt,3688,10,2.8065,0.9268
3191.txt,7146,18,2.8144,0.4127
3192.txt,2416,7,3.3725,0.3451
3193.txt,3327,9,3.0197,0.5296
3194.txt,170,1,2.0074,0.0
3195.txt,78,1,4.5011,0.0
3196.txt,138,1,2.5892,0.0
3197.txt,795,2,1.5624,0.1423
3198.txt,3415,9,3.175,0.7496
3199.txt,209,1,3.0143,0.0
32.txt,1997,5,3.0536,0.2702
320.txt,655,2,2.4254,0.2963
3200.txt,1421,4,3.3395,0.3898
3201.txt,1160,3,2.5872,0.4291
3202.txt,84,1,1.2858,0.0
3203.txt,621,2,2.9819,0.0062
3204.txt,593,2,3.5329,0.1542
3205.txt,347,1,2.531,0.0
3206.txt,3017,8,2.5088,0.3865
3207.txt,6427,17,2.9832,0.3552
3208.txt,455,2,3.7666,0.7321
3209.txt,541,2,2.9544,0.0206
321.txt,649,2,4.4825,0.0847
3210.txt,998,3,3.9239,0.324
3211.txt,123,1,2.1958,0.0
3212.txt,1194,3,1.3916,0.2454
3213.txt,683,2,3.7451,0.9012
3214.txt,1587,4,2.5061,0.2786
3215.txt,2175,6,3.0661,0.7366
3216.txt,250,1,3.0033,0.0
3217.txt,850,3,3.8812,0.1089
3218.txt,569,2,3.0116,0.0048
3219.txt,259,1,1.3598,0.0
322.txt,324,1,4.1787,0.0
3220.txt,283,1,3.0616,0.0
3221.txt,771,2,1.9562,0.457
3222.txt,749,2,3.2274,1.0076
3223.txt,91,1,2.9837,0.0
3224.txt,4106,11,4.3744,0.5305
3225.txt,2260,6,2.9639,0.1482
3226.txt,1431,4,4.0116,0.4878
3227.txt,240,1,2.5483,0.0
3228.txt,782,2,2.9802,0.0395
3229.txt,1898,5,2.7598,0.5843
323.txt,72,1,3.7359,0.0
3230.txt,1702,5,2.1573,0.5324
3231.txt,1238,4,3.2528,0.7095
3232.txt,1085,3,3.2324,1.0081
3233.txt,250,1,2.8965,0.0
3234.txt,5052,13,3.0504,0.7441
3235.txt,1543,4,3.2355,0.6433
3236.txt,883,3,3.5845,0.3133
3237.txt,2051,6,2.7566,0.7703
3238.txt,1133,3,3.4724,0.279
3239.txt,6800,17,3.0682,0.3861
324.txt,92,1,3.0097,0.0
3240.txt,1464,4,2.9955,0.0122
3241.txt,2000,5,3.2325,0.2037
3242.txt,1258,4,3.1758,0.3698
3243.txt,2241,6,2.9827,0.1091
3244.txt,131,1,2.8234,0.0
3245.txt,2565,7,2.3304,0.4675
3246.txt,198,1,2.2457,0.0
3247.txt,1580,4,2.8151,0.568
3248.txt,1359,4,2.9587,0.4129
3249.txt,2459,7,3.1507,0.4266
325.txt,147,1,2.9867,0.0
3250.txt,1565,4,3.8869,0.247
3251.txt,2048,6,2.891,0.816
3252.txt,224,1,3.4794,0.0
3253.txt,1162,3,2.5206,0.4218
3254.txt,1957,5,3.3611,0.2841
3255.txt,2136,6,2.4995,0.5224
3256.txt,962,3,3.0665,0.6656
3257.txt,77,1,3.0028,0.0
3258.txt,2650,7,3.3851,0.442
3259.txt,170,1,4.2227,0.0
326.txt,265,1,3.0404,0.0
3260.txt,826,3,3.3681,0.5338
3261.txt,3802,10,3.1187,0.4891
3262.txt,750,2,3.2108,0.0062
3263.txt,1796,5,2.9648,0.0808
3264.txt,1346,4,4.1168,0.1792
3265.txt,180,1,2.9351,0.0
3266.txt,201,1,2.1647,0.0
3267.txt,1026,3,3.3242,1.1153
3268.txt,2108,6,3.4683,0.3825
3269.txt,179,1,2.0245,0.0
327.txt,131,1,2.9583,0.0
3270.txt,747,2,1.9174,0.5227
3271.txt,1647,5,1.7245,0.4631
3272.txt,3670,10,2.7912,0.6346
3273.txt,402,2,3.0061,0.0369
3274.txt,1707,5,2.9168,0.0423
3275.txt,829,3,3.0047,0.6434
3276.txt,1351,4,2.7619,0.8504
3277.txt,187,1,1.5268,0.0
3278.txt,4182,11,3.2522,0.3322
3279.txt,559,2,3.2184,0.3978
328.txt,172,1,2.51,0.0
3280.txt,2637,7,3.041,0.9853
3281.txt,541,2,3.8081,0.5226
3282.txt,275,1,2.449,0.0
3283.txt,2634,7,3.159,0.2785
3284.txt,1245,4,2.6367,0.3549
3285.txt,1119,3,2.8584,1.1169
3286.txt,101,1,2.9755,0.0
3287.txt,283,1,3.4675,0.0
3288.txt,917,3,4.1636,0.5637
3289.txt,1034,3,2.534,0.8974
329.txt,176,1,3.0707,0.0
3290.txt,2301,6,2.5401,0.8998
3291.txt,2063,6,3.2386,0.6496
3292.txt,1898,5,3.3293,0.5203
3293.txt,229,1,2.7844,0.0
3294.txt,2065,6,3.7843,0.3992
3295.txt,2472,7,3.7113,0.6122
3296.txt,95,1,1.7587,0.0
3297.txt,2740,7,2.6128,0.473
3298.txt,1278,4,2.751,0.2585
3299.txt,1702,5,2.7855,0.9226
33.txt,131,1,3.0072,0.0
330.txt,1933,5,2.9494,0.1575
3300.txt,447,2,3.3444,0.3157
3301.txt,2928,8,2.9254,0.6344
3302.txt,1979,5,3.6998,0.8031
3303.txt,1481,4,3.1863,0.2898
3304.txt,1385,4,2.954,0.7775
3305.txt,1169,3,3.3152,0.3306
3306.txt,126,1,2.0997,0.0
3307.txt,443,2,2.7894,0.4919
3308.txt,2012,6,3.5221,0.5396
3309.txt,363,1,2.6413,0.0
331.txt,277,1,3.1983,0.0
3310.txt,8523,22,3.2913,0.7907
3311.txt,1135,3,2.828,0.9393
3312.txt,120,1,2.98,0.0
3313.txt,45,1,2.9275,0.0
3314.txt,3545,9,3.1936,0.9131
3315.txt,970,3,2.9093,0.5454
3316.txt,1667,5,3.5806,0.9076
3317.txt,111,1,2.4425,0.0
3318.txt,3731,10,3.2807,0.5808
3319.txt,595,2,3.4888,0.4607
332.txt,1585,4,3.0578,0.1302
3320.txt,1942,5,3.0418,0.1229
3321.txt,513,2,3.1057,1.1709
3322.txt,1311,4,2.9157,0.2965
3323.txt,3243,9,3.0434,0.2374
3324.txt,2283,6,3.0744,0.3078
3325.txt,84,1,3.024,0.0
3326.txt,1103,3,2.9859,0.0231
3327.txt,1317,4,2.6627,0.4117
3328.txt,108,1,2.9857,0.0
3329.txt,415,2,2.8529,1.1973
333.txt,91,1,3.1353,0.0
3330.txt,1578,4,3.069,0.3272
3331.txt,266,1,2.9932,0.0
3332.txt,108,1,2.9753,0.0
3333.txt,956,3,3.016,0.0146
3334.txt,916,3,2.9995,0.0306
3335.txt,125,1,2.9935,0.0
3336.txt,796,2,2.9368,0.5111
3337.txt,122,1,2.9703,0.0
3338.txt,3326,9,3.1441,0.4169
3339.txt,2767,7,2.7047,0.3598
334.txt,66,1,2.0628,0.0
3340.txt,2221,6,3.0086,0.677
3341.txt,2684,7,2.7918,0.4121
3342.txt,2189,6,3.4512,0.4281
3343.txt,83,1,3.0154,0.0
3344.txt,441,2,3.5188,0.2497
3345.txt,2276,6,2.7434,0.3868
3346.txt,106,1,3.0001,0.0
3347.txt,731,2,2.8648,0.1556
3348.txt,2474,7,3.06,0.426
3349.txt,63,1,2.4921,0.0
335.txt,245,1,3.1595,0.0
3350.txt,172,1,2.8903,0.0
3351.txt,1156,3,2.9934,0.1803
3352.txt,1643,5,2.3495,0.5199
3353.txt,3284,9,3.6881,0.4715
3354.txt,632,2,3.0006,0.0072
3355.txt,565,2,4.0272,0.2313
3356.txt,5080,13,2.9683,0.8534
3357.txt,64,1,3.0166,0.0
3358.txt,1755,5,3.1338,0.2683
3359.txt,1482,4,3.0308,0.0316
336.txt,1142,3,2.9994,0.0246
3360.txt,701,2,4.6823,0.0323
3361.txt,5498,14,2.7185,0.4197
3362.txt,253,1,2.4798,0.0
3363.txt,890,3,2.9835,0.4657
3364.txt,439,2,3.7729,0.7375
3365.txt,1396,4,3.3986,0.7225
3366.txt,666,2,3.0081,0.0554
3367.txt,386,1,4.1635,0.0
3368.txt,261,1,1.4321,0.0
3369.txt,123,1,2.0327,0.0
337.txt,2131,6,2.7848,0.3354
3370.txt,235,1,3.059,0.0
3371.txt,612,2,2.9611,0.0693
3372.txt,168,1,2.9879,0.0
3373.txt,1170,3,2.7743,0.8142
3374.txt,131,1,2.976,0.0
3375.txt,864,3,3.1462,0.189
3376.txt,414,2,2.2131,0.1413
3377.txt,1227,4,2.9621,0.4385
3378.txt,53,1,2.9823,0.0
3379.txt,1296,4,2.8368,1.1788
338.txt,404,2,3.8497,0.4625
3380.txt,139,1,3.099,0.0
3381.txt,7423,19,2.3769,0.666
3382.txt,1668,5,2.5725,1.1165
3383.txt,845,3,3.534,0.704
3384.txt,497,2,2.5227,0.5367
3385.txt,1456,4,2.8051,0.3847
3386.txt,1448,4,2.2406,0.5942
3387.txt,3298,9,3.1767,0.2964
3388.txt,5493,14,3.0928,0.3962
3389.txt,964,3,3.045,0.051
339.txt,922,3,3.0042,0.1215
3390.txt,2240,6,3.2881,0.5659
3391.txt,1538,4,3.3249,0.3186
3392.txt,638,2,2.9813,0.0157
3393.txt,2863,8,3.4402,0.8812
3394.txt,1039,3,4.0347,0.5197
3395.txt,2527,7,2.9256,0.0851
3396.txt,519,2,2.5193,0.9736
3397.txt,2056,6,2.3286,0.3719
3398.txt,143,1,3.0441,0.0
3399.txt,330,1,3.0162,0.0
34.txt,208,1,3.0268,0.0
340.txt,4944,13,2.9956,0.6335
3400.txt,440,2,2.4159,0.3199
3401.txt,1362,4,3.0615,0.8013
3402.txt,1861,5,2.9718,0.9589
3403.txt,410,2,2.9038,0.4095
3404.txt,358,1,4.6028,0.0
3405.txt,1161,3,2.9957,0.0037
3406.txt,48,1,3.1201,0.0
3407.txt,280,1,2.9846,0.0
3408.txt,291,1,2.8198,0.0
3409.txt,161,1,2.8985,0.0
341.txt,154,1,1.9932,0.0
3410.txt,2009,6,3.2581,0.5813
3411.txt,4949,13,2.955,0.46
3412.txt,86,1,3.7652,0.0
3413.txt,174,1,2.6161,0.0
3414.txt,79,1,2.9619,0.0
3415.txt,2539,7,3.0413,0.3474
3416.txt,454,2,3.202,0.1377
3417.txt,2429,7,2.6068,0.5654
3418.txt,249,1,3.0125,0.0
3419.txt,126,1,2.9875,0.0
342.txt,1336,4,1.9889,0.5382
3420.txt,62,1,2.9587,0.0
3421.txt,416,2,3.2089,0.2248
3422.txt,5561,14,3.1805,0.6071
3423.txt,355,1,3.6541,0.0
3424.txt,1547,4,2.903,0.0783
3425.txt,2118,6,3.4227,0.536
3426.txt,135,1,3.7463,0.0
3427.txt,501,2,2.9729,0.029
3428.txt,209,1,2.7194,0.0
3429.txt,214,1,2.9346,0.0
343.txt,145,1,3.0733,0.0
3430.txt,989,3,2.9806,0.0091
3431.txt,383,1,3.7187,0.0
3432.txt,3481,9,3.1834,0.602
3433.txt,1544,4,2.9886,0.0606
3434.txt,345,1,4.383,0.0
3435.txt,571,2,3.091,0.08
3436.txt,2713,7,2.4889,0.7221
3437.txt,49,1,3.0186,0.0
3438.txt,446,2,3.3156,0.3369
3439.txt,556,2,3.2126,0.3968
344.txt,230,1,2.3041,0.0
3440.txt,687,2,2.6122,0.1923
3441.txt,370,1,3.004,0.0
3442.txt,1442,4,3.7993,0.3776
3443.txt,1713,5,2.7234,0.2702
3444.txt,3759,10,2.9981,0.6176
3445.txt,275,1,2.8681,0.0
3446.txt,1611,5,3.0759,0.3809
3447.txt,265,1,3.0019,0.0
3448.txt,1072,3,3.0529,0.7192
3449.txt,171,1,1.5746,0.0
345.txt,116,1,3.0423,0.0
3450.txt,124,1,1.9259,0.0
3451.txt,94,1,2.8809,0.0
3452.txt,148,1,3.0186,0.0
3453.txt,2834,8,2.7502,0.4307
3454.txt,317,1,4.1219,0.0
3455.txt,762,2,3.7857,0.2109
3456.txt,142,1,1.6764,0.0
3457.txt,66,1,3.8273,0.0
3458.txt,2494,7,2.9619,0.7562
3459.txt,331,1,1.3352,0.0
346.txt,172,1,3.3567,0.0
3460.txt,184,1,2.9897,0.0
3461.txt,2053,6,3.064,0.2116
3462.txt,467,2,2.4255,0.4422
3463.txt,997,3,3.2007,0.3708
3464.txt,2588,7,2.9993,0.8452
3465.txt,1292,4,1.5824,0.1689
3466.txt,2514,7,2.7488,0.7505
3467.txt,68,1,2.9952,0.0
3468.txt,493,2,2.1657,0.8141
3469.txt,213,1,2.8712,0.0
347.txt,106,1,3.003,0.0
3470.txt,1602,5,3.3517,0.662
3471.txt,155,1,2.9349,0.0
3472.txt,68,1,2.8419,0.0
3473.txt,404,2,3.5094,0.4936
3474.txt,2463,7,3.0555,0.5747
3475.txt,1043,3,3.0802,0.277
3476.txt,226,1,4.6509,0.0
3477.txt,2715,7,2.5214,0.3078
3478.txt,303,1,3.0088,0.0
3479.txt,109,1,2.8132,0.0
348.txt,2121,6,3.3656,0.7331
3480.txt,1314,4,2.9124,0.8768
3481.txt,120,1,3.0008,0.0
3482.txt,168,1,2.8302,0.0
3483.txt,1313,4,3.2058,0.71
3484.txt,405,2,3.5222,0.5338
3485.txt,305,1,2.9871,0.0
3486.txt,192,1,2.1752,0.0
3487.txt,232,1,3.007,0.0
3488.txt,77,1,2.9244,0.0
3489.txt,707,2,2.7028,0.2969
349.txt,1510,4,1.666,0.2753
3490.txt,2880,8,2.4356,0.828
3491.txt,1727,5,2.2058,1.1797
3492.txt,2025,6,3.0852,0.1758
3493.txt,170,1,2.7618,0.0
3494.txt,80,1,2.9484,0.0
3495.txt,405,2,2.5772,0.548
3496.txt,178,1,2.2856,0.0
3497.txt,163,1,3.0217,0.0
3498.txt,166,1,2.9844,0.0
3499.txt,2965,8,2.9709,0.125
35.txt,5273,14,2.4296,0.7721
350.txt,76,1,2.5724,0.0
3500.txt,413,2,3.0007,1.0312
3501.txt,2118,6,2.5057,0.5105
3502.txt,164,1,1.9682,0.0
3503.txt,421,2,2.1145,0.1912
3504.txt,122,1,2.9757,0.0
3505.txt,269,1,2.9406,0.0
3506.txt,241,1,3.0063,0.0
3507.txt,44,1,3.0086,0.0
3508.txt,1790,5,2.6366,1.1681
3509.txt,97,1,3.3995,0.0
351.txt,638,2,4.1864,0.4184
3510.txt,69,1,2.9993,0.0
3511.txt,2089,6,2.7104,0.5703
3512.txt,91,1,2.9691,0.0
3513.txt,603,2,3.0575,0.0529
3514.txt,844,3,3.7048,0.4964
3515.txt,1376,4,3.3273,0.3377
3516.txt,843,3,3.0384,0.2819
3517.txt,1026,3,2.9809,0.0125
3518.txt,84,1,2.9423,0.0
3519.txt,1192,3,2.9642,0.049
352.txt,90,1,2.5191,0.0
3520.txt,3615,10,3.0332,0.449
3521.txt,2942,8,3.5222,0.4842
3522.txt,4425,12,3.0376,0.2035
3523.txt,154,1,2.9976,0.0
3524.txt,607,2,2.4603,0.8403
3525.txt,102,1,3.3953,0.0
3526.txt,281,1,3.0377,0.0
3527.txt,1367,4,3.1512,0.2307
3528.txt,274,1,3.0396,0.0
3529.txt,181,1,2.3103,0.0
353.txt,1107,3,3.7936,0.0032
3530.txt,100,1,2.8546,0.0
3531.txt,1858,5,2.7181,0.7238
3532.txt,173,1,2.9883,0.0
3533.txt,1945,5,3.6348,0.4887
3534.txt,811,3,2.1277,0.9373
3535.txt,873,3,2.9993,0.0055
3536.txt,1538,4,1.5464,0.2181
3537.txt,64,1,2.976,0.0
3538.txt,189,1,3.0007,0.0
3539.txt,273,1,3.0225,0.0
